상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,판매수량,카테고리
클리엔 브이 퍼프 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512276&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bm18W10%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068632.gif?1739514280,,29800,,47,"아이보리,크림, 핑크, 소라, 블랙",0,TOP > 니트
프랑트 스카시 보트넥 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512468&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=amh3Uw%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068752.gif?1742988613,,29800,,7,"아이보리,크림, 베이지, 블랙",0,TOP > 니트
[made]멜리사 브이넥7부소매니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508212&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=amh3Ug%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054212.gif?1709025998,,24000,,55,"베이지, 브라운, 그린, 다홍, 블랙",0,TOP > 니트
[made]윌셔 비스코스 브이넥 니트나시,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510471&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=aGx3VQ%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054402.gif?1716539625,,18900,,21,"오렌지, 머스타드,골드, 브라운, 블랙",0,TOP > 니트
루크 라운드 시스루 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512614&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bG93VA%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068872.gif?1744983409,54800,29800,46,0,"아이보리,크림, 연카키, 브라운, 블랙",0,TOP > 니트
시어부클 투웨이 후드 니트 집업,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512550&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bm57W10%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068812.gif?1744194987,,24800,,1,"아이보리,크림, 코코아, 블랙",0,TOP > 니트
오하이 보우트넥 루즈핏 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512360&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bmh8W1o%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068702.jpg?1741866522,,29800,,27,"아이보리,크림, 핑크, 옐로우, 블루",0,TOP > 니트
앤도르 뒷단추 라운드 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512594&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bm53Vg%3D%3D,[오픈위크15%+당일발송]04.24(목)까지,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068852.gif?1744933347,24000,20400,15,2,"아이보리,크림, 블랙",0,TOP > 니트
히노펠리 캐시 골지니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509857&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bm99W1Q%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010067422.gif?1708416319,,19800,,10,"베이지, 옐로우, 딥핑크, 블랙",0,TOP > 니트
쿨르 비스코스 스카프 니트 나시 세트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512612&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=aW93WA%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068862.gif?1744971197,52800,24000,55,0,"아이보리,크림, 옐로우, 블랙",0,TOP > 니트
[1+1]울 헤라시 비스코스 스판 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512271&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=Z253UFw%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068622.gif?1741140677,,39800,,29,"아이보리,크림, 베이지, 옐로우, 인디핑크, 블루, 그레이, 연두, 데님진청, 브라운, 블랙",0,TOP > 니트
[2종택1]아든 베이직 반팔니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510290&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bmd3UF0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010053982.gif?1712321546,,19800,,2,"아이보리,크림, 옐로우, 연두, 네이비, 레드, 블랙",0,TOP > 니트
라비엔드 니트 뷔스티에 탑 SET,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512478&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bm57W11G,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068762.gif?1743066603,,34000,,1,"아이보리,크림, 블루, 네이비, 그레이",0,TOP > 니트
모던 버튼 카라 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512569&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bml%2FW11H,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068832.gif?1744776099,,24800,,0,"핑크, 아이보리,크림, 그레이, 블랙",0,TOP > 니트
세터 버튼 뷔스티에 SET 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512460&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bGp3UFg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068732.gif?1742889290,,29800,,5,"레드, 네이비, 블랙",0,TOP > 니트
바니시 레이스 레이어드 비스코스 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512353&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bmd3UFk%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068682.jpg?1741848826,,27000,,6,"아이보리,크림, 그레이, 블랙",0,TOP > 니트
