상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
썸머 아노락 점프수트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61952&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm11W19M,"데일리하게 활용하기 좋은 점프수트 !
가볍고 청량한 착용감을 선사드려요
(3color)",,29500,17700,40,5,"rgb(0, 0, 0);, rgb(222, 222, 222);, rgb(204, 200, 173);",PANTS
퍼프라인 블랙 점프수트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61955&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx4W19N,"깔끔한 라운드 넥 or 오프 숄더로 연출 !
멋스럽게 연출해주는 와이드 핏 디자인",,28500,19900,30,6,"rgb(0, 0, 0);",PANTS
차르르 쿨 핀턱 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61961&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=amZ3UQ%3D%3D,"몸에 달라붙지 않는 매끄러운 텍스처 -
휘뚜루 마뚜루 활용하기 좋아 추천 꾹 !
(4color)",,22800,13700,40,16,"rgb(132, 135, 140);, rgb(245, 243, 233);, rgb(148, 216, 235);, rgb(156, 153, 120);",PANTS
코스 투웨이 팬츠 세트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61962&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bml3UA%3D%3D,"매끄럽게 차르르 떨어지는 소재 -
세트 또는 따로 코디하여 활용하기 좋아요!
(3color)",,38000,14800,61,7,"rgb(176, 169, 134);, rgb(105, 97, 97);, rgb(0, 0, 0);",PANTS
[MADE] 미드나잇 새틴 카고 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61933&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aG53Uw%3D%3D,"가볍고 은은한광택- 고급스러운 여름팬츠 !
흔하지않은 카고디자인
(2color / M, L)",,,48000,,10,"rgb(99, 98, 77);, rgb(68, 68, 82);",PANTS
비노 더블핀턱 쿨링 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61912&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmt4W18%3D,"더위 걱정없이 착용하기 좋은 쿨링 소재 !
매끄럽게 촤르르 - 떨어져 몸에 달라붙지 않아요
(2color / S~L)",,49500,34600,30,2,"rgb(255, 255, 255);, rgb(0, 0, 0);",PANTS
[MADE] 슬로우 엠보 밴딩 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61913&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z2Z3VQ%3D%3D,"체형커버는 기본♡트렌디한 와이드핏과
독특한 볼륨 텍스처로 꾸안꾸 완성!
(3color/M,L)",,35000,31500,10,15,"rgb(237, 236, 225);, rgb(186, 179, 104);, rgb(0, 0, 0);",PANTS
[MADE] 린넨라이크 9부 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61902&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aGZ3VA%3D%3D,"소프트한 터치감과 쾌적한 착용감의 데님
멋스러움을 더해주는 와이드 핏 팬츠 :)
(2color/S~XXL)",,43500,39200,10,64,"rgb(45, 61, 94);, rgb(182, 207, 224);",PANTS
[MADE] 린넨라이크 플레어 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61903&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm59W1o%3D,"후들후들, 얇고 편안한 루즈핏 데님!
하체를 싹 커버해줄 여유로운 사이즈♡
(S~XL/기본,롱)",,45000,40500,10,15,"rgb(221, 229, 240);",PANTS
히든포켓 일자와이드 코튼 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61870&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Zmp3Vg%3D%3D,"봄을 가득담은 화사한 컬러★
쫀~득한 신축성으로 편안한 착용감!
(3color / S~L)",,38000,26600,30,11,"rgb(138, 142, 191);, rgb(231, 250, 225);, rgb(247, 247, 240);",PANTS
바스락 세미 배기핏 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61883&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx8W1Q%3D,"편안하게 누구나 입기 좋은 세미배기 핏
와샤가공으로 쾌적하고 시원하게 -!
(4color / S~L)",,43500,30400,30,5,"rgb(0, 0, 0);, rgb(204, 192, 165);, rgb(242, 242, 242);, rgb(53, 61, 71);",PANTS
[MADE] 무아 텐셀 4부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61890&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=am93WA%3D%3D,"셋업 or 단독으로 착용하기 좋은 팬츠 !
차분하고 세련된 무드가 느껴지는 컬러감
(2color/M,L)",,42000,37800,10,9,"rgb(135, 120, 107);, rgb(46, 51, 71);",PANTS
커버핏 5부 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61840&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm93UFw%3D,"부담스럽지 않은 5부 길이과
힙과 허벅지 싹-커버되는 커버핏 데님쇼츠 !
(3color / S~XL)",,41800,37700,10,32,"rgb(181, 181, 181);, rgb(79, 99, 125);, rgb(195, 215, 232);",PANTS
[MADE] 베라 반밴딩 와이드 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61838&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm94W11F,"구김없이 찰랑이면서 툭 떨어지는 원단!
적당한 와이드핏이라 부담없이 스타일리쉬해요
(3color/S~XL)",,46000,19800,57,81,"rgb(247, 247, 245);, rgb(227, 220, 211);, rgb(0, 0, 0);",PANTS
쿨 핀턱 배기 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60746&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=a213UF4%3D,"아방한 배기핏에 쫀쫀하게 텐션감 굿!
시원한 쿨링감으로 온가족 여름 데일리 팬츠로 강추
(M~XL / 3color)",,23000,20700,10,34,"rgb(53, 58, 52);, rgb(0, 0, 0);, rgb(122, 132, 121);",PANTS
더블버튼 반밴딩 4부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60685&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm96W11H,"깔끔한 오비라인에 더블버튼으로 세련된!
데일리부터 세미룩 스타일에도 좋은 4부 팬츠
(S~L / 4color)",,34500,24100,30,2,"rgb(195, 222, 210);, rgb(0, 0, 0);, rgb(230, 225, 190);, rgb(48, 46, 48);",PANTS
르마스 바스락 점프수트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60661&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm11W11A,"간편하면서도 스타일리쉬한 점프 수트!
허리라인은 잘록하게 레그라인은 길어 보여요
(2color)",,46000,32200,30,1,"rgb(227, 217, 204);, rgb(0, 0, 0);",PANTS
테라스 밴딩 4부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60539&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z2x3UFk%3D,"여름시즌 내내 조아특가!!
여유 있는 4부 길이감으로 노출부담 없이 편안하게 컬러별로 쟁여도 후회 없을 데일리템! (6color)",,19800,13700,31,33,"rgb(255, 255, 255);, rgb(201, 187, 159);, rgb(231, 255, 219);, rgb(201, 239, 255);, rgb(27, 47, 84);, rgb(0, 0, 0);",PANTS
[MADE] 똥배커버 아이스 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60493&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z253UFo%3D,"쫀쫀하고 시원한 6cm 매쉬 밴드!
사각사각 쿨링감 느껴지는 아이스 원단
(S~XXL / 3color / 기본,롱)",,36500,14800,59,774,"rgb(181, 177, 159);, rgb(19, 33, 59);, rgb(0, 0, 0);",PANTS
포켓 배기 쿨 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60435&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp8W11M,"데일리로 정말 잘입어지는 세미 배기핏
쿨원사 편안한 스판 데님으로 여름까지 쭈-욱
(S~XL / 2color)",,46000,32200,30,49,"rgb(82, 99, 107);, rgb(63, 87, 121);",PANTS
펠리드 9부 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60329&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bWx3U10%3D,"경쾌하게 산뜻한 9부 와이드 핏!
폭 넓은 사이즈에 가벼운 코튼 소재로 데일리로 굿
(S~XXXL / 4color)",,29500,26600,10,52,"rgb(255, 255, 255);, rgb(217, 211, 193);, rgb(147, 172, 217);, rgb(0, 0, 0);",PANTS
로우 핀턱 4부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60251&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z213U14%3D,"깔끔하고 담백하게 착용하기 좋은 4부 팬츠!
핀턱 디테일로 낙낙하게 여유 있어요
(F,L / 3color)",,34500,24100,30,8,"rgb(228, 230, 223);, rgb(190, 175, 151);, rgb(0, 0, 0);",PANTS
핀턱 4부 히든밴딩 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60115&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aGx3U18%3D,산뜻한 코튼 소재에 경쾌한 4부 길이~ 데일리로 휘뚜루마뚜루 활용도 좋아요 (S~XXL/3color),,25000,22500,10,33,"rgb(0, 0, 0);, rgb(255, 255, 255);, rgb(171, 161, 149);",PANTS
다트 5부 반밴딩 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60098&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bGp3U1g%3D,"데일리로 부담없는 딱!예쁜 5부 길이감
다트 디테일로 들뜸 없이 포인트 되어요
(S~XXL / 4color)",,28500,25700,10,90,"rgb(0, 0, 0);, rgb(255, 255, 255);, rgb(124, 152, 166);, rgb(155, 142, 160);, rgb(170, 164, 150);",PANTS
[MADE] 베라 반밴딩 와이드 슬랙스 23SS,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60087&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm11W15B,"구김없이 찰랑이면서 툭 떨어지는 원단!
딱 적당한 와이드핏이라 부담없이 스타일리쉬해요
(S~XL / 3color)",,45500,14800,67,36,"rgb(0, 0, 0);, rgb(189, 182, 164);, rgb(235, 235, 235);",PANTS
다트 4부 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60029&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx8W15C,"산뜻하게 경쾌한 무드의 4부 데님
다트라인으로 은근히 세련된 포인트!
(S~XXL)",,31000,27900,10,21,"rgb(141, 146, 181);",PANTS
루빈 버튼 와이드 치마바지,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58884&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=a2p3U1s%3D,"편안한 착용감에 페미닌한 무드
군살도 쏙! 가려주는 치마바지
(3color)",,25000,22500,10,70,"rgb(110, 125, 106);, rgb(190, 175, 144);, rgb(0, 0, 0);",PANTS
웨이 린넨 와이드 롱 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58806&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aWx3U1Q%3D,"어디에나 세련된 무드로
탱글탱글~시원하고 찰찰한 원단
(S~L / 3color)",,42000,29400,30,27,"rgb(222, 215, 205);, rgb(18, 18, 18);",PANTS
쿨 5부 썸머팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58760&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm51W15N,"후덥지근한 습한 날씨에도 산뜻하게!
매일 입기 좋은 아이스 쿨 팬츠!
(4color)",,11000,7700,30,36,"rgb(26, 25, 25);, rgb(74, 74, 57);, rgb(71, 99, 123);, rgb(145, 160, 149);",PANTS
쿨 3부 썸머팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58762&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bGZ3Ulw%3D,"후덥지근한 습한 날씨에도 산뜻하게!
매일 입기 좋은 아이스 쿨 팬츠!
(4color)",,11000,7700,30,15,"rgb(151, 162, 204);, rgb(177, 242, 237);, rgb(68, 82, 60);, rgb(0, 0, 0);",PANTS
린넨 핀턱 4부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58529&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm1%2FW19F,"차르르하고 시원한 린넨+스판 원단
착용감 정말 좋은 여름 데일리 팬츠
(F,L / 5color)",,34500,31100,10,67,"rgb(205, 195, 188);, rgb(130, 114, 91);, rgb(92, 83, 74);, rgb(28, 27, 35);, rgb(0, 0, 0);",PANTS
[MADE] 라이트 썸머 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58481&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx4W19G,"입어보면 알게되면 프리미엄 데님원단~
얇고 가벼운데 고슬하게 청량감까지~!
(S~XXL / 3color/ 기본, 롱)",,45800,14800,68,328,"rgb(202, 214, 227);, rgb(109, 114, 143);, rgb(63, 72, 94);",PANTS
골프 반바지,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58470&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aW13Ul8%3D,"편안한 착용감의 기능성 골프 팬츠
산뜻한 길이의 반바지로 여름까지 쭉~
(3color)",,45000,31500,30,13,"rgb(255, 255, 255);, rgb(0, 0, 0);",PANTS
[MADE] 더블 핀턱 와이드 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=58463&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Zmt3Ulg%3D,"찰랑찰랑 구김적은 시원한 원단에
세련된 핀턱으로 다리가 정말 길어보여요
(S~XXL / 3color)",,36500,14800,59,214,"rgb(176, 165, 147);, rgb(0, 0, 0);, rgb(180, 205, 199);",PANTS
루시아 배기 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=56993&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bGV%2BVA%3D%3D,편한 무드의 멋스런 배기핏! 차분한 컬러감으로 데일리하게 굿 (5color),,18000,16200,10,124,"rgb(205, 193, 167);, rgb(126, 123, 106);, rgb(152, 162, 171);, rgb(19, 19, 19);, rgb(255, 255, 255);",PANTS
루더슨 밴딩 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=56979&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Zmt3Ulo%3D,행/복/특/가 30% 할인 주문대폭주~가격 정말 대박이죠? 쫀득한 신축성으로 편안한 배기핏! (5color),,25000,17500,30,475,"rgb(199, 194, 183);, rgb(97, 107, 82);, rgb(102, 113, 115);, rgb(0, 0, 0);, rgb(250, 248, 237);",PANTS
델라 린넨 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=56726&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp6W19D,"시원하고 쾌적한 착용감의 린넨 소재
베이직한 디자인이라 데일리하게 딱 !
(5color)",,35000,24500,30,21,"rgb(255, 255, 255);, rgb(177, 164, 153);, rgb(136, 133, 128);, rgb(0, 0, 0);, rgb(29, 33, 71);",PANTS
비에프 4부 반밴딩 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=56484&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=am93UlQ%3D,"난스판만의 매력, 탄탄하고 깔끔한핏!
베이직함으로 꼭~ 필요한 필수템
(2color)",,32500,29300,10,71,"rgb(239, 234, 230);, rgb(0, 0, 0);",PANTS
THE 편한 밴딩 반바지,https://www.joamom.co.kr/shop/shopdetail.html?branduid=54268&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=am13UlU%3D,"저가 밴딩 팬츠 아녜요~
저자극 천연소재의 코퀄원단!
(S~XL / 3color)",,12900,3900,70,72,"rgb(154, 154, 154);, rgb(7, 52, 112);, rgb(0, 0, 0);",PANTS
앤드 와이드 코튼 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62415&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bWV9,"과하지 않게 톡- 떨어지는 와이드핏
스판 좋은 코튼소재로 데일리템♥
(4color / S~L)",,42000,29400,30,12,"rgb(252, 250, 252);, rgb(212, 184, 195);, rgb(212, 202, 188);, rgb(0, 0, 0);",PANTS
에코레더 버뮤다 5부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62327&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp0W10%3D,"가을이 오면 입고 싶어지는 레더 아이템★
클래식하면서 트렌디하게 즐겨주세요
(2color)",,65000,58500,10,1,"rgb(240, 234, 221);, rgb(0, 0, 0);",PANTS
블랑드 포멀 코튼팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62329&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx7W14%3D,"멋스러움을 주는 일자와이드 팬츠!
깔끔한 아웃핏과 편안함을 주는 히든밴딩
(4color / S~XL)",,42000,24800,41,9,"rgb(0, 0, 0);, rgb(250, 250, 250);, rgb(230, 228, 218);, rgb(224, 168, 188);",PANTS
모던 투핀턱 와이드 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62312&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=a2x3Ug%3D%3D,"지금부터 가을까지- 내내 입기좋은
멋스러운 투핀턱 슬랙스 준비했어요
(3color / S~L)",,44000,30800,30,8,"rgb(199, 190, 161);, rgb(117, 96, 68);, rgb(0, 0, 0);",PANTS
브리헨 레직기 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62319&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx4W1g%3D,"투버튼으로 뱃살 완벽하게 잡아주고~
레직기라인으로 슬랙스같이 멋진 핏
(2color / S~XL)",,53500,37400,30,2,"rgb(55, 86, 128);, rgb(43, 43, 43);",PANTS
어게인 일자 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62324&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx8W1k%3D,"탱글탱글한 소재감에 날씬하게 떨어지는 핏
길이수선 필요없는 2가지 길이 옵션선택
(4color / S~XL / 숏,롱)",,36000,25200,30,3,"rgb(0, 0, 0);, rgb(181, 178, 168);, rgb(150, 133, 107);, rgb(69, 69, 69);",PANTS
[MADE] 컴포트 스트링 밴딩 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62301&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm1%2BW1o%3D,"하체 컴플렉스 있는 언니들 모두 드루와~
탱~글한 소재에 구김없고 세탁에도 강해요!
(2color / M,L)",,45000,29800,34,32,"rgb(74, 73, 74);, rgb(171, 159, 135);",PANTS
[MADE] 하이 텐셀데님 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62302&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm11W1s%3D,"챠르르 중량감있게 툭-떨어지는 탱글한 원단!
구김 1도 없어 관리하기 너무좋아요
(2color / S~XXL)",,48000,24800,48,26,"rgb(37, 45, 64);, rgb(0, 0, 0);",PANTS
어뮤즈 워싱 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62292&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm54W1Q%3D,"캣브러쉬 워싱으로 포인트를 더한 데님!
일자와이드 핏이라 세련된 룩으로 완성-
(2color / S~L)",,47500,33200,30,1,"rgb(42, 45, 71);, rgb(0, 0, 0);",PANTS
[MADE] 오디너리 보이핏 코튼 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62265&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm9%2FW1U%3D,"일상속에 꼭 필요한 새로운 매드핏 면팬츠♡
캐쥬얼부터 이지한 무드까지 활용도 만점~!
(3color / S~XXL / 기본, 롱)",,39800,19800,50,35,"rgb(242, 238, 230);, rgb(54, 66, 8);, rgb(0, 0, 0);",PANTS
[MADE] 치즈 시크릿 일자 슬랙스 JP06012,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62247&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z2l3UFw%3D,"기본중의 기본이지만 치즈소재와 만나면?
구김없고 세탁관리에도 완벽한 Cheese~~
(3color / S~XXL)",,36500,19800,46,1,"rgb(247, 244, 235);, rgb(163, 146, 108);, rgb(0, 0, 0);",PANTS
[MADE] 치즈 와이드 팬츠 JP06013,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62248&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp5W11F,"누적판매 16만장이상! 어떤 체형에도 완벽한
이번시즌 더욱 업그레이드된 세미와이드핏!
(3color / S~XXL)",,33000,19800,40,2,"rgb(252, 250, 252);, rgb(0, 0, 0);, rgb(173, 161, 134);",PANTS
코마드 절개 데님팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62233&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp3UF4%3D,"변형을 최소화해주는 바이오워싱 가공!
옐로우 스티치로 포인트를 주었어요:)
(S~XL)",,46000,32200,30,3,"rgb(48, 67, 94);",PANTS
라이크데님 포멀 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62234&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aGp3UF8%3D,"탱글탱글~ 구김 전혀없는 소재감에
무게감 있게 툭- 떨어지는 세련된 핏
(2color / S~L)",,44000,30800,30,0,"rgb(2, 12, 54);, rgb(0, 0, 0);",PANTS
빈츠 논페이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62235&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm13UFg%3D,"히든밴딩으로 편안한 착용감은 물론
레직기를 잡아주어 포멀한 느낌까지♥
(S~XL)",,49500,34600,30,2,"rgb(0, 13, 64);",PANTS
마일드 원핀턱 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62237&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm53UFk%3D,"깔끔한 원핀턱 + 레직기 디테일!
활용도 높은 아이템이라 사심을 담아 추천-
(4color / S~L)",,36000,25200,30,1,"rgb(138, 126, 110);, rgb(64, 56, 52);, rgb(66, 66, 66);, rgb(0, 0, 0);",PANTS
[MADE] 가을뮤트 큐롯 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62231&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bWt3UFo%3D,"난스판 고유의 탄탄한 소재감과
군살커버되는 A라인 실루엣
(2color / S~XL)",,43500,24800,43,48,"rgb(18, 52, 105);, rgb(20, 20, 20);",PANTS
[MADE] 치즈 포켓 배기팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62224&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp9W11D,"유행 타지 않는 완벽한 배기
쫄깃하고 도톰한 치즈원단으로 업그레이드!
(3color / M~XL / 기본,롱)",,38000,19800,48,49,"rgb(0, 0, 0);, rgb(235, 234, 230);, rgb(97, 97, 88);",PANTS
엔토니 핀턱 9부 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62213&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm90W11M,"벨트고리가 더해져 손쉽게 벨트 착용!
레직기 디테일로 곧게 뻗은 레그 라인-
(3color / S~L)",,31000,21700,30,3,"rgb(189, 187, 170);, rgb(88, 95, 107);, rgb(0, 0, 0);",PANTS
리엔 A라인 밴딩팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62206&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=a2p3UFU%3D,"마치 스커트를 입은 듯 우아한 실루엣-
여유로운 핏으로 통통77까지 추천드려요!
(3color)",,31000,27900,10,3,"rgb(240, 235, 225);, rgb(66, 66, 77);, rgb(0, 0, 0);",PANTS
[MADE] 슬림다운 부츠컷 코튼 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61773&xcode=065&mcode=004&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=amp3U1w%3D,"탄탄한 원단에 슬림한 레그라인으로
입는 순간 한 사이즈 DOWN! 소장 추천♡
(2color/S-XXL/기본,롱)",,34500,27600,20,98,"rgb(0, 0, 0);, rgb(252, 252, 252);",PANTS
[MADE] 포토샵 이지 히든밴드 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61707&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=amV%2FUA%3D%3D,"보정한 듯 날씬하게 완성시켜주는 핏♥
흐르듯 떨어지는 실루엣이 매력적인 슬랙스
(2color/S~XXL/기본,롱)",,36500,19800,46,97,"rgb(92, 92, 92);, rgb(0, 0, 0);",PANTS
데일리 코듀로이 4부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61066&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bml3U14%3D,"컬러도 다양하게 사이즈 다양해서 통통언니들도 굿
요즘 멋스럽게 코디하기 딱!
(S~XL / 4color)",,22000,15400,30,32,"rgb(255, 251, 242);, rgb(184, 152, 152);, rgb(140, 127, 116);, rgb(0, 0, 0);",PANTS
링사 와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60995&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bml5W15H,"적당한 와이드 핏으로 깔끔한 데님!
프리미엄 링사데님으로 탄탄하게 소재 퀄리티 굿!
(S~L / 2color)",,44000,39600,10,15,"rgb(52, 68, 110);, rgb(18, 16, 18);",PANTS
조이 버튼 와이드 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60951&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aGh3U1g%3D,"구김없이 차르르한 소재 편안한 와이드핏
프론트 핀턱과 비죠 포인트를 더했어요!
(S~L / 3color)",,32500,22700,30,8,"rgb(71, 71, 71);, rgb(99, 90, 84);, rgb(0, 0, 0);",PANTS
